x,y,z,label,buried
0.0,9.893900000490248,-27.504500000000007,1,True
0.0,9.893900000490248,-26.504500000000007,2,True
0.0,9.893900000490248,-25.504500000000007,3,True
0.0,9.893900000490248,-24.504500000000007,4,True
0.0,9.893900000490248,-23.504500000000007,5,True
0.0,9.893900000490248,-22.504500000000007,6,True
0.0,9.893900000490248,-21.504500000000007,7,True
0.0,9.893900000490248,-20.504500000000007,8,True
0.0,9.893900000490248,-19.504500000000007,9,True
0.0,9.893900000490248,-18.504500000000007,10,True
0.0,9.893900000490248,-17.504500000000007,11,True
0.0,9.893900000490248,-16.504500000000007,12,True
0.0,9.893900000490248,-15.504500000000007,13,True
0.0,9.893900000490248,-14.504500000000007,14,True
0.0,9.893900000490248,-13.504500000000007,15,True
0.0,9.893900000490248,-12.504500000000007,16,True
0.0,9.893900000490248,-11.504500000000007,17,True
0.0,9.893900000490248,-10.504500000000007,18,True
0.0,9.893900000490248,-9.504500000000007,19,True
0.0,9.893900000490248,-8.504500000000007,20,True
0.0,9.893900000490248,-7.504500000000007,21,True
0.0,9.893900000490248,-6.504500000000007,22,True
0.0,9.893900000490248,-5.504500000000007,23,True
0.0,9.893900000490248,-4.504500000000007,24,False
9.473200000007637,27.089000000618398,-4.424000000000007,25,False
9.473200000007637,27.089000000618398,-5.424000000000007,26,True
9.473200000007637,27.089000000618398,-6.424000000000007,27,True
9.473200000007637,27.089000000618398,-7.424000000000007,28,True
9.473200000007637,27.089000000618398,-8.424000000000007,29,True
9.473200000007637,27.089000000618398,-9.424000000000007,30,True
9.473200000007637,27.089000000618398,-10.424000000000007,31,True
9.473200000007637,27.089000000618398,-11.424000000000007,32,True
9.473200000007637,27.089000000618398,-12.424000000000007,33,True
9.473200000007637,27.089000000618398,-13.424000000000007,34,True
9.473200000007637,27.089000000618398,-14.424000000000007,35,True
9.473200000007637,27.089000000618398,-15.424000000000007,36,True
9.473200000007637,27.089000000618398,-16.424000000000007,37,True
9.473200000007637,27.089000000618398,-17.424000000000007,38,True
9.473200000007637,27.089000000618398,-18.424000000000007,39,True
9.473200000007637,27.089000000618398,-19.424000000000007,40,True
9.473200000007637,27.089000000618398,-20.424000000000007,41,True
9.473200000007637,27.089000000618398,-21.424000000000007,42,True
9.473200000007637,27.089000000618398,-22.424000000000007,43,True
9.473200000007637,27.089000000618398,-23.424000000000007,44,True
9.473200000007637,27.089000000618398,-24.424000000000007,45,True
9.473200000007637,27.089000000618398,-25.424000000000007,46,True
9.473200000007637,27.089000000618398,-26.424000000000007,47,True
9.473200000007637,27.089000000618398,-27.424000000000007,48,True
10.981099999975413,14.856200000271201,-2.0,49,False
10.981099999975413,14.856200000271201,-3.0,50,True
10.981099999975413,14.856200000271201,-4.0,51,True
10.981099999975413,14.856200000271201,-5.0,52,True
10.981099999975413,14.856200000271201,-6.0,53,True
10.981099999975413,14.856200000271201,-7.0,54,True
10.981099999975413,14.856200000271201,-8.0,55,True
10.981099999975413,14.856200000271201,-9.0,56,True
10.981099999975413,14.856200000271201,-10.0,57,True
10.981099999975413,14.856200000271201,-11.0,58,True
10.981099999975413,14.856200000271201,-12.0,59,True
10.981099999975413,14.856200000271201,-13.0,60,True
10.981099999975413,14.856200000271201,-14.0,61,True
10.981099999975413,14.856200000271201,-15.0,62,True
10.981099999975413,14.856200000271201,-16.0,63,True
10.981099999975413,14.856200000271201,-17.0,64,True
10.981099999975413,14.856200000271201,-18.0,65,True
10.981099999975413,14.856200000271201,-19.0,66,True
10.981099999975413,14.856200000271201,-20.0,67,True
10.981099999975413,14.856200000271201,-21.0,68,True
10.981099999975413,14.856200000271201,-22.0,69,True
10.981099999975413,14.856200000271201,-23.0,70,True
10.981099999975413,14.856200000271201,-24.0,71,True
10.981099999975413,14.856200000271201,-25.0,72,True
26.852199999964796,17.852900000289083,-6.085200000000015,73,False
26.852199999964796,17.852900000289083,-7.085200000000015,74,True
26.852199999964796,17.852900000289083,-8.085200000000015,75,True
26.852199999964796,17.852900000289083,-9.085200000000015,76,True
26.852199999964796,17.852900000289083,-10.085200000000015,77,True
26.852199999964796,17.852900000289083,-11.085200000000015,78,True
26.852199999964796,17.852900000289083,-12.085200000000015,79,True
26.852199999964796,17.852900000289083,-13.085200000000015,80,True
26.852199999964796,17.852900000289083,-14.085200000000015,81,True
26.852199999964796,17.852900000289083,-15.085200000000015,82,True
26.852199999964796,17.852900000289083,-16.085200000000015,83,True
26.852199999964796,17.852900000289083,-17.085200000000015,84,True
26.852199999964796,17.852900000289083,-18.085200000000015,85,True
26.852199999964796,17.852900000289083,-19.085200000000015,86,True
26.852199999964796,17.852900000289083,-20.085200000000015,87,True
26.852199999964796,17.852900000289083,-21.085200000000015,88,True
26.852199999964796,17.852900000289083,-22.085200000000015,89,True
26.852199999964796,17.852900000289083,-23.085200000000015,90,True
26.852199999964796,17.852900000289083,-24.085200000000015,91,True
26.852199999964796,17.852900000289083,-25.085200000000015,92,True
26.852199999964796,17.852900000289083,-26.085200000000015,93,True
26.852199999964796,17.852900000289083,-27.085200000000015,94,True
26.852199999964796,17.852900000289083,-28.085200000000015,95,True
26.852199999964796,17.852900000289083,-29.085200000000015,96,True
18.636199999949895,0.0,-6.241600000000005,97,False
18.636199999949895,0.0,-7.241600000000005,98,True
18.636199999949895,0.0,-8.241600000000005,99,True
18.636199999949895,0.0,-9.241600000000005,100,True
18.636199999949895,0.0,-10.241600000000005,101,True
18.636199999949895,0.0,-11.241600000000005,102,True
18.636199999949895,0.0,-12.241600000000005,103,True
18.636199999949895,0.0,-13.241600000000005,104,True
18.636199999949895,0.0,-14.241600000000005,105,True
18.636199999949895,0.0,-15.241600000000005,106,True
18.636199999949895,0.0,-16.241600000000005,107,True
18.636199999949895,0.0,-17.241600000000005,108,True
18.636199999949895,0.0,-18.241600000000005,109,True
18.636199999949895,0.0,-19.241600000000005,110,True
18.636199999949895,0.0,-20.241600000000005,111,True
18.636199999949895,0.0,-21.241600000000005,112,True
18.636199999949895,0.0,-22.241600000000005,113,True
18.636199999949895,0.0,-23.241600000000005,114,True
18.636199999949895,0.0,-24.241600000000005,115,True
18.636199999949895,0.0,-25.241600000000005,116,True
18.636199999949895,0.0,-26.241600000000005,117,True
18.636199999949895,0.0,-27.241600000000005,118,True
18.636199999949895,0.0,-28.241600000000005,119,True
18.636199999949895,0.0,-29.241600000000005,120,True
